ISBN,title,authors,books_count
9780553052848,STAR TREK YESTERDAY'S SON,"A.C. Crispin, Leonard Nimoy",37
9780140390698,Perfect Girls,Marilyn Kaye,26
9780439404372,The Andalite Chronicles,Animorphs,53
9780939766024,The Visitor,K.A. Applegate,9
9780679741015,The Encounter,K.A. Applegate,21
9780345307675,Shipwreck,Gordon Korman,46
9780425071427,Karen's School Trip,Ann M. Martin,34
9780345297686,Karen's Doll,Ann M. Martin,1
9780766607118,Karen's Pen Pal,Ann M. Martin,4
9781573225786,The Christie Caper,Carolyn G. Hart,58
9780380754847,Southern Ghost,Carolyn G. Hart,28
9780345368942,Montana Sky,Nora Roberts,29
9780345331601,A Thousand Country Roads: An Epilogue To The Bridges Of Madison County,Robert James Waller,50
9780425050804,Macromedia Dreamweaver 4: Training From The Source,Khristine Page,42
9780441009626,All About Passion,Stephanie Laurens,54
9780553296983,Fifth Daughter,Elaine Coffman,13
9781895383126,To Kiss A Spy,Jane Feather,24
9780375724572,Lady Of Desire,Gaelen Foley,13
9780671638849,The Rogue,Claire Delacroix,22
9780553140439,The Italian,Elaine Coffman,62
9780029087107,Scrooge Wore Spurs,Janet Dailey,27
9780425050750,See Jane Score,Rachel Gibson,44
9780345285546,The Ring On Her Finger,Elizabeth Bevarly,11
9780345290243,A Reckless Encounter,Rosemary Rogers,17
9780345301871,Finding You - Knowing You: Two Brand-New Novels For One Wonderful Price!,Maureen Child,67
9780451169532,Impostress,Lisa Jackson,60
9780671683900,Savage Destiny,Cassie Edwards,16
9780385335881,Bride Of Black Douglas,Elaine Coffman,2
9780385335485,Texas Bride,Leigh Greenwood,23
9780553258004,The Iron Rose,Marsha Canham,41
9780671679620,Love With The Proper Husband,Victoria Alexander,14
9780375704048,On A Wicked Dawn,Stephanie Laurens,42
9780373871278,The Italian's Trophy Mistress ,Diana Hamilton,58
9780373484072,Seduced By A Rogue,Connie Mason,23
9780805063882,Naughty Marietta,Nan Ryan,47
9780689860201,The Love Knot,Rebecca Brandewyne,52
9780671568801,Racing Moon,Cassie Edwards,46
9781573228565,Breathing Room,Susan Elizabeth Phillips,44
9780553582659,Deadly Caress,Brenda Joyce,40
9780515133998,Seduced,Pamela Britton,47
9780373218400,The Very Virile Viking,Sandra Hill,69
9780449217863,Untie My Heart,Judith Ivory,39
9780671573027,Midnight Confessions,Candice Proctor,56
9780517006450,Stealing Heaven,Madeline Hunter,68
9780786867080,The Ways Of Grace,Linda Francis Lee,55
9781569471807,Reckless Embrace,Madeline Baker,62
9780374216498,Kingdom Of Moonlight,Josie Litton,49
9780312274573,Married By Midnight,Judith Stacy,47
9780316825337,Breaking All The Rules,Sue Civil-brown,3
9780871137630,River Road,JoAnn Ross,68
9780679419150,A Season Of Miracles,Heather Graham,18
9780060192891,"Her Highness, My Wife",Victoria Alexander,14
9780826308795,Must Be Magic,Patricia Rice,57
9780140259193,The Temptress,Claire Delacroix,10
9780345435248,Heart Of A Warrior,Johanna Lindsey,53
9780441003259,Savage Moon,Cassie Edwards,14
9780451202505,Texas Homecoming,Leigh Greenwood,7
9780446606813,The Mating Game,Melanie George,25
9780671028374,Tempt Me Twice,Olivia Drake,35
9780451181466,Romancing Riley,Connie Lane,10
9780399149757,Lady Sophia's Lover,Lisa Kleypas,53
9780345384737,Silent Honor,Danielle Steel,33
9780671759360,"Move Your Stuff, Change Your Life : How To Use Feng Shui To Get Love, Money",Karen Rauch Carter,28
9780830724987,Every Day's A Party: Louisiana Recipes For Celebrating With Family And Friends,Emeril Lagasse,31
9780399146008,"Do Less, Achieve More: Discover The Hidden Power Of Giving In",Chin-Ning Chu,20
9783442720002,Success Through A Positive Mental Attitude,W. Stone,40
9780515132632,Intellectual Capital: The New Wealth Of Organizations,Thomas A. Stewart,45
9780449906712,The Book Of Questions,Pablo Neruda,19
9780688124403,Italian Light Cooking,Marie Simmons,31
9780929587080,"Soulwork: Clearing The Mind, Opening The Heart, And Replenishing The Spirit",BettyClare Moffatt,26
9781559701174,"Nothing In This Book Is True, But It's Exactly How Things Are",Bob Frissell,68
9780688105402,Other People's Skeletons,Julie Smith,25
9780871130297,Death And The Joyful Woman,Ellis Peters,47
9780440500094,No Wind Of Blame,Georgette Heyer,53
9781570362088,Iris And Her Friends: A Memoir Of Memory And Desire,John Bayley,16
9780060930530,Preserving Family Lands,Stephen J. Small,27
9780375702709,Martin The Warrior,Brian Jacques,36
9780449909287,Salamandastron: A Novel Of Redwall,Brian Jacques,40
9780060916503,The Cat Who Blew The Whistle,Lilian Jackson Braun,49
9780756401450,The Lives Of Dax,Marco Palmieri,60
9780963270702,The Pianist: The Extraordinary True Story Of One Man's Survival In Warsaw 1939-1945,Wladyslaw Szpilman,49
9780399242564,Dreams Of The Raven,Carmen Carter,20
9780552996006,Diary Of A Mad Bride,Laura Wolf,53
9780708881293,Cry The Beloved Country,Alan Paton,15
9780142000663,Carolina Moon,Nora Roberts,17
9780590542449,Standing In The Rainbow,Fannie Flagg,56
9780590112895,East Of Eden,John Steinbeck,39
9780590660549,Three Fates,Nora Roberts,31
9780345361790,The Courtship Dance Of The Borderline,"Anthony Walker, John G. Gunderson",50
9780552999519,Down On Ponce,Fred Willard,41
9780416195132,"The Deptford Trilogy: Fifth Business, The Maticore, World Of Wonders",Robertson Davies,59
9780855030223,Tartuffe," By Moliere, Moliere",1
9780861638529,Scorpio Illusion,Robert Ludlum,25
9780575073319,Richtig Leben Mit Geri Weibel,Martin Suter,25
9780575073005,Pay It Forward,Catherine Ryan Hyde,16
9780394404288,Die Geheime Geschichte: Roman,"Donna Tartt, Rainer Schmidt",2
9780006369882,The X-Files: Ground Zero,"Kevin J. Anderson, Chris Carter",3
9781578562336,Here On Earth,Alice Hoffman,65
9780345458919,Bastard Out Of Carolina,Dorothy Allison,17
9780385312585,Face The Fire,Nora Roberts,29
9780060929886,The Hobbit: Or There And Back Again,J.R.R. Tolkien,53
9780140317930,Distraction,Bruce Sterling,55
9780743225403,Alien Taste,Wen Spencer,8
9780553256697,Islands In The Net,Bruce Sterling,42
9780785263784,Dogbert's Top Secret Management Handbook,"Scott Adams, Scott Adams",18
9780802433244,Hollywood Speaks: Deafness And The Film Entertainment Industry,John S. Schuchman,44
9780375413087,Druids,Morgan Llywelyn,23
9781400034772,The Deed Of Paksenarrion: A Novel,Elizabeth Moon,18
9780385333030,Count Zero,William Gibson,20
9780451163752,A Good Old-Fashioned Future,Bruce Sterling,13
9780440414520,Deaf Culture Our Way: Anecdotes From The Deaf Community,"Roy K. Holcomb, Samuel K. Holcomb",40
9780786885688,A Loss For Words: The Story Of Deafness In A Family,Lou Ann Walker,52
9780671880187,Schismatrix Plus,Bruce Sterling,17
9781558506459,When True Night Falls,C.S. Friedman,68
9780895773531,The Difference Engine,"William Gibson, Bruce Sterling",28
9780385247740,Holy Fire,Bruce Sterling,11
9780385293549,The Fifth Sacred Thing,Starhawk,49
9780802069344,Stupid White Men ...And Other Sorry Excuses For The State Of The Nation!,Michael Moore,61
9780671721039,"The Vanishing Tower, The Bane Of The Black Sword, Stormbringer",Michael Moorcock,48
9780671311896,No One Noticed The Cat,Anne McCaffrey,24
9780345387004,Great Deaf Americans: The Second Edition,"Matthew S. Moore, Robert F. Panara",65
9780375705045,The Feel Of Silence,Bonnie Tucker,63
9780767902526,Our Latin Heritage,Lillian M. Hines,63
9780892967049,The Termination Node,Robert E. Weinberg,21
9780553377866,Harry Potter And The Sorcerer's Stone,"J.K. Rowling, Mary GrandPré",46
9780472113651,Silverlight: The Arcana,Llywelyn & Scott,51
9780609608449,War Against War,Ernst Friedrich,65
9780670032426,In The Beginning...was The Command Line,Neal Stephenson,28
9780915811335,A Guide To Korean Characters: Reading And Writing Hangul And Hanja,Bruce K. Grant,7
9781558744608,American Deaf Culture: An Anthology,Sherman Wilcox,53
9780804107532,Dude Where's My Country?,Michael Moore,56
9780451526502,Fairy-Faith In Celtic Countries,Walter Evans-Wentz,58
9780345325815,Witch: A Magikal Journey- A Hip Guide To Modern Witchcraft,Fiona Horne,8
9780440237679,Silverhand,Morgan Llywelyn,25
9780141310886,Summon The Keeper: The Keeper's Chronicles #1,Tanya Huff,69
9780439090131,The 21 Lessons Of Merlyn: A Study In Druid Magic And Lore,Douglas Monroe,36
9780140244823,"Seekers Of The Healing Energy: Reich, Cayce, The Kahunas, And Other Masters Of The Vital Force",Mary Coddington,67
9781556430688,Spiritual Cleansing: A Handbook Of Psychic Protection,Draja Mickaharic,52
9780964782600,From The Two Rivers: The Eye Of The World,Robert Jordan,62
9781556431524,The Queen's Necklace,Teresa Edgerton,3
9780553346763,L'éducation Sentimentale,Gustave Flaubert,17
9780884043140,We Wish To Inform You That Tomorrow We Will Be Killed With Our Families: Stories From Rwanda,Philip Gourevitch,42
9780743221993,La Virevolte,Nancy Huston,40
9780312983215,Meurtres En Soutane,Phyllis Dorothy James,31
9780553486414,Cherry,Mary Karr,29
9783478088534,The Simple Art Of Murder,Raymond Chandler,26
9783821807058,Domain,Steve Alten,20
9780865532168,Myth-Nomers And Im-Pervections,Robert Asprin,1
9780590406406,Dave Barry Slept Here: A Sort Of History Of The United States,Dave Barry,13
9781566197151,In Praise Of Cats,Smithmark Publishing,14
9780805210316,Brown Girl In The Ring,Nalo Hopkinson,64
9780312279998,Sons From Afar,Cynthia Voigt,65
9780385508414,"Izzy, Willy-Nilly",Cynthia Voigt,25
9780385510431,Building Blocks,Cynthia Voigt,65
9780848705459,Tree By Leaf,Cynthia Voigt,50
9780380723638,Jackaroo,Cynthia Voigt,13
9780307132666,A Solitary Blue,Cynthia Voigt,2
9780812515725,Homecoming,Cynthia Voigt,41
9780373169870,Mister Sandman,Barbara Gowdy,52
9780890842799,"Hateship, Friendship, Courtship, Loveship, Marriage: Stories",Alice Munro,29
9780385324052,Too Close To The Falls: A Memoir,Catherine Gildiner,39
9789505470013,The Picture Of Dorian Gray,"Oscar Wilde, Peter Ackroyd",30
9780609602539,No Name,"W. Wilkie Collins, Virginia Blain",23
9780425185711,The Bearded Lady,Sharlee Dieguez,49
9780061030659,Cold Comfort Farm,Stella Gibbons,13
9780425178775,Revelation And The Fall Of Judea,Maurice A. Williams,43
9780553575613,L'Ami Retrouvé,"Fred Uhlman, Arthur Koestler",27
9780671578398,The Dante Club: A Novel,Matthew Pearl,14
9780425095584,Der Wahnsinn Der Normalität: Realismus Als Krankheit. Eine Theorie Der Menschlichen Destruktivität: Realismus Als Krankheit: Eine Grundlegende Theorie Zur Menschlichen Destruktivität,Arno Gruen,12
9780451409089,Jacob The Baker: Gentle Wisdom For A Complicated World,Noah BenShea,69
9780312982508,Adventures At Sea In The Great Age Of Sail: Five Firsthand Narratives,Elliot Snow,25
9780061095948,Possessions,Judith Michael,50
9780671527211,Angela's Ashes,Frank McCourt,39
9780486203072,Who Left That Body In The Rain?,Patricia Sprinkle,33
9780671522810,Violets Are Blue,James Patterson,55
9780618074716,The Dogs Of Babel,Carolyn Parkhurst,54
9781400062881,Tar Baby,Toni Morrison,24
9780618045990,Gone Bamboo,Anthony Bourdain,33
9780312303037,The Etruscan Chimera,Lyn Hamilton,63
9781931520034,The Tao Of Bada Bing: Words Of Wisdom From The Sopranos,David Chase,47
9780671318314,Gestalt Therapy,Frederick Perls,6
9780553377873,Women Prefer Women,Elula Perrin,6
9781558612815,The Witch's Daughter,R. A. Salvatore,1
9780140254488,Tomoe Gozen,Jessica Salmonson,53
9780060934415,Amazons II,Jessica Amanda Salmonson,55
9780671793487,Ancient Blood:  Day Of Honor #1,Diane Carey,8
9780174434641,God Herself: Feminine Roots Of Astrology,Geraldine Thorsten,25
9780679772675,Preventive Organic Medicine,Jurt W. Donsbach,45
9780312983826,Contagion,Robin Cook,23
9780449149676,Sudden Death,Rita Mae Brown,42
9780449006344,Der Vorleser,Bernhard Schlink,11
9780553568189,Lord Valentine's Castle,Robert Silverberg,11
9780451191151,Treaty's Law,Kristine Kathryn Rusch,43
9780440224624,Her Klingon Soul,Michael Jan Friedman,26
9780451523068,Armageddon Sky,L. A. Graf,5
9780743418171,Startide Rising,David Brin,43
9780451526298,Dave Barry's Greatest Hits,Dave Barry,19
9780440214427,Total Zone,Martina Navratilova,61
9780451187901,Goldengirl,Peter Lear,13
9780385491051,Dangerous Games,Marta Randall,53
9780671036508,"I, Alien : A Novel",Michael Reaves,53
9780553213508,Moonscatter,Jo Clayton,41
9780446605892,First Cycle,"H. Beam Piper, Michael Kurland",25
9780394758282,The Starchild Trilogy,"Frederik Pohl, Jack Williamson",30
9780671004569,Illegal Aliens,"Nick Pollotta, Phil Foglio",38
9780345370808,Cat House,Michael Peak,2
9780375703058,Unicorn And Other Poems,Anne Morrow Lindbergh,63
9780156006521,Warm Worlds And Otherwise,"James Tiptree Jr., Michael Herring",60
9780446673549,The Magick Of The Tarot,"Melita Denning, Osborne Phillips",14
9780140256369,Psychic Tarot,Craig Junjulas,5
9780312243029,Tarot Therapy: A Guide To The Subconscious,Jan Woudhuysen,43
9780316789844,Pacific Blues,Stephen Smoke,2
9780679761839,Tattoo,Dale Banks,35
9780385490443,Cruel & Unusual,Patricia D. Cornwell,40
9780380725397,The Eyre Affair: A Thursday Next Novel,Jasper Fforde,20
9780345316776,Lord Of Light,Roger Zelazny,11
9780375700750,Faerie Tale,Raymond Feist,48
9780070212572,Mariette In Ecstasy,Ron Hansen,68
9780385480017,The Iron Lance,Stephen R. Lawhead,35
9780061098369,The Body Farm,Patricia Cornwell,58
9780061093098,Mortal Fear,Greg Iles,65
9780821758953,Curfew,Phil Rickman,45
9780679729914,The Gold Coast,Nelson DeMille,64
9780451411013,"Highland Legacy: Fresh Highland Heir, Finding Audrey, Tea And Bagpipes, Fayre Rose","Jill Stengl, Tracey V. Bateman",37
9780446611237,Deep In The Heart,Gilbert Morris,41
9780553580075,Emma's Gift,Leisha Kelly,59
9780425189412,People Of The Owl,"Kathleen O'Neal Gear, W. Michael Gear",19
9780812909371,Wind Walker,Cassie Edwards,49
9780451410917,Kansas Brides: Stranger's Bride - Never A Bride - Bittersweet Bride - His Brother's Bride,Denise Hunter,31
9780316781268,The Tea Rose: A Novel,Jennifer Donnelly,20
9780486280615,A Burning Obsession,Susan Kearney,30
9780743405973,Wanted Woman,B. J. Daniels,40
9780671032654,To The Limit,Virginia Kelly,15
9780446607834,One Eye Open,Karen Whiddon,45
9780451402103,A Pirate's Love,Johanna Lindsey,30
9780373250226,Secrets Volume 1,"Alice Gaines, Bonnie Hamre",47
9780380817689,A Cry In The Dark,Jenna Mills,51
9780671701055,Embrace The Twilight,Maggie Shayne,64
9780671000387,Edge Of Twilight,Maggie Shayne,69
9780061012532,Dark Rivers Of The Heart,Dean Koontz,59
9780671689230,"Cry, The Beloved Country",Alan Paton,21
9780380814022,The Chronicles Of Riddick,Alan Dean Foster,56
9780373711024,Van Helsing,Kevin Ryan,38
9780373710997,My Lady Pirate,Elizabeth Doyle,40
9780373711109,Windsong,Linda Herring,65
9780440217800,The Jacaranda Tree,Rebecca Brandewyne,34
9780373711123,Magic And Mist,Theresa Michaels,10
9780373711116,The Viking's Woman,Heather Graham,66
9780373711130,For All Eternity,Linda Lael Miller,32
9780061098796,Precious Passion,Elizabeth Doyle,30
9780791423547,A Day Late And A Dollar Short,Terry McMillan,6
9780375725784,Dracula,Bram Stoker,21
9780465016143,The Professor And The Madman,Simon Winchester,69
9780465016105,Rainbow Six,Tom Clancy,31
9780373226511,To The Hilt,Dick Francis,55
9780380012770,Road Rage,Ruth Rendell,57
9782253139225,Day Of The Long Night : A Palestinian Refugee Remembers The Nakba,Jamil I. Toubbeh,64
9780142004036,Flesh Tones,M.J. Rose,24
9780452281783,"Gödel Escher, Bach: An Eternal Golden Braid",Douglas Hofstadter,41
9780375704550,Cosima Wagner's Diaries: An Abridgement,"Cosima Wagner, Geoffrey Skelton",12
9780385336567,An Arrow's Flight,Mark Merlis,60
9780743230216,The Dark Child: The Autobiography Of An African Boy,"Camara Laye, James Kirkup",58
9780345436917,Yuwipi: Vision And Experience In Oglala Ritual,William K. Powers,10
9780452284487,Science And Health With Key To The Scriptures,Mary Baker Eddy,3
9780802135193,Mama Lola: A Vodou Priestess In Brooklyn,Karen McCarthy Brown,58
9780440217527,No-No Boy,John Okada,18
9780373834983,All I Asking For Is My Body,Milton Murayama,65
9780679450542,The Mistress Of Spices: A Novel,Chitra Banerjee Divakaruni,3
9780451135551,The Path Of Minor Planets: A Novel,Andrew Sean Greer,12
9780345339706,Curanderismo: Mexican American Folk Healing,"Robert T. Trotter II, Juan Antonio Chavira",12
9780380395866,A Hope In The Unseen: An American Odyssey From The Inner City To The Ivy League,Ron Suskind,34
9780670030644,Fires In The Mirror,Anna Deavere Smith,61
9780060929596,Unbroken Thread: An Anthology Of Plays By Asian American Women,"Genny Lim, Wakako Yamauchi",47
9783499232879,Zoot Suit And Other Plays,Luis Valdez,38
9780374516901,A Midwife's Tale: The Life Of Martha Ballard,Laurel Thatcher Ulrich,11
9780440131489,Kaleidoscope Readings In Education,K. Ryan,21
9780609600740,The Hundred Secret Senses,Amy Tan,20
9780375707421,Don Quixote: Unabridged Edition,Miguel De Cervantes Saavedra,8
9783453151932,Where I'm Calling From: Selected Stories,Raymond Carver,69
9780231105590,Cyrano De Bergerac,"Edmond Rostand, Brian Hooker",4
9780590317825,Writers Dreaming: 26 Writers Talk About Their Dreams And The Creative Process,Naomi Epel,43
9780140562323,The Brothers Karamazov,"Fyodor Dostoyevsky, Richard Pevear",9
9780590447317,The Voyage Of The Dawn Treader,C. S. Lewis,27
9780440940005,The Prometheus Deception,Robert Ludlum,8
9780440401117,Coronado Conspiracy,"George Galdorisi Captain, George Galdorisi",47
9780440203155,H.M.S. Unseen,"Patrick Robinson, David McCallum",12
9780812565959,The Passenger,Patrick A. Davis,61
9780345366283,The Truth,Terry Pratchett,62
9780880387484,Os Maias,Eca De Queiros,34
9780880387309,S.W.A.T.,Diane Carey,52
